Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
38233,709.54,239.6696899,203.3235252,1.178760253,0.529437524,38594,220.6349191,0.783110073,0.990646214,0.954320984,0.920579148,0.00626866,0.002777148,0.847465969,0.998959199,SEKER
57761,910.99,330.2813373,223.64553,1.476807237,0.735857484,58490,271.1892132,0.791268254,0.987536331,0.874615859,0.821085488,0.005718068,0.001603181,0.674181379,0.99563594,BARBUNYA
73969,1050.21,417.0042341,227.8170497,1.830434705,0.837577639,74638,306.8880185,0.814654508,0.991036737,0.842766595,0.735935018,0.005637554,0.001020066,0.541600351,0.991364078,CALI
43315,776.747,281.3363017,196.9922018,1.428159588,0.713944924,43863,234.841161,0.707564892,0.987506554,0.902171313,0.834734656,0.006495124,0.001945185,0.696781946,0.995115816,SIRA
81614,1097.739,428.14004,243.8713866,1.755597678,0.821917476,82452,322.3572121,0.787901606,0.989836511,0.85109167,0.752924702,0.005245914,0.001039937,0.566895607,0.995240611,CALI
67724,969.983,359.9504777,240.5130294,1.496594503,0.743996364,68288,293.6475352,0.799310736,0.991740862,0.904532591,0.815799821,0.005314962,0.00145216,0.665529348,0.996027563,BARBUNYA
44460,774.803,264.3375604,214.7831933,1.230718085,0.582914127,44927,237.9248414,0.745998188,0.98960536,0.930672187,0.900079584,0.005945514,0.002407093,0.810143258,0.997057959,SEKER
48864,871.136,357.754131,174.6584549,2.048306972,0.872727264,49592,249.4305056,0.625571302,0.985320213,0.809146121,0.697212091,0.007321425,0.001067174,0.486104699,0.995691645,HOROZ
24073,576.656,210.9344334,145.714377,1.447588342,0.723041948,24462,175.0734005,0.711061882,0.984097784,0.909717291,0.829989669,0.008762283,0.002565002,0.68888285,0.997218783,DERMASON
39573,719.251,245.3796561,205.8101582,1.192262123,0.544529434,39935,224.4680568,0.779732818,0.99093527,0.961275537,0.914778594,0.006200684,0.002678449,0.836819876,0.997708641,SEKER
60946,967.849,366.2428097,212.2274488,1.725708959,0.814992157,61813,278.5657145,0.718380914,0.985973824,0.817598075,0.760603914,0.0060093,0.001240617,0.578518314,0.998354237,BARBUNYA
41196,756.365,274.9410719,191.2819573,1.437360197,0.71831324,41620,229.0248377,0.779562873,0.98981259,0.904903078,0.832996089,0.006673975,0.001982148,0.693882485,0.997359066,SIRA
71703,1049.125,406.8727219,227.258242,1.790354085,0.829471709,73498,302.150782,0.799168543,0.975577567,0.818639542,0.742617447,0.005674417,0.001064539,0.551480673,0.987345675,CALI
88369,1132.4,440.971716,256.996531,1.715866414,0.812618532,89229,335.4324154,0.783524259,0.990361878,0.865984429,0.760666508,0.004990118,0.001030547,0.578613537,0.992823534,CALI
38967,733.899,269.3524021,185.2464532,1.454021912,0.725949939,39465,222.7427335,0.716147173,0.987381224,0.90914728,0.826956551,0.006912321,0.001994043,0.683857138,0.994343263,DERMASON
26176,592.528,211.1267898,158.3473757,1.333314107,0.661425565,26477,182.5604511,0.732421165,0.988631643,0.936904641,0.864695813,0.008065663,0.002781463,0.747698849,0.996917423,DERMASON
38464,736.67,289.1749073,169.7010225,1.704025722,0.809698857,38827,221.3004425,0.689220183,0.990650836,0.890673112,0.765282315,0.007518066,0.001590643,0.585657022,0.997974629,DERMASON
86769,1135.185,383.4507041,289.1968679,1.325915826,0.656649726,87906,332.3818919,0.808982164,0.987065729,0.84613794,0.86681779,0.004419213,0.001538991,0.751373081,0.996257459,BARBUNYA
70304,1058.424,437.5059023,205.3414761,2.130626071,0.88301455,71044,299.1886244,0.775075519,0.98958392,0.788625001,0.683850487,0.006223058,0.000839515,0.467651489,0.996390454,HOROZ
33748,699.061,251.8217596,170.9244269,1.473292988,0.734367919,34301,207.2903475,0.749655693,0.983878021,0.867816207,0.82316297,0.007461828,0.002113335,0.677597275,0.998299314,DERMASON
25305,588.474,217.5970715,148.3688069,1.466595816,0.731490977,25627,179.4974281,0.744943919,0.987435127,0.9182515,0.82490737,0.008598975,0.002456107,0.68047217,0.997977637,DERMASON
46063,792.738,288.9321891,203.5215767,1.419663672,0.709810993,46480,242.1760375,0.790631812,0.991028399,0.921091406,0.838176038,0.006272544,0.001909697,0.702539071,0.997369197,SIRA
28058,621.031,235.830118,151.9948737,1.551566262,0.764595865,28351,189.0094049,0.820409357,0.989665268,0.914197472,0.801464234,0.008405094,0.002139237,0.642344919,0.996640704,DERMASON
44111,790.752,301.2185767,187.2377707,1.608749002,0.78333402,44655,236.989176,0.785830082,0.987817714,0.886494753,0.786768129,0.00682865,0.001613993,0.619004089,0.99582221,SIRA
76886,1069.947,429.428419,230.6442016,1.861865228,0.843521249,77989,312.8806412,0.780101259,0.98585698,0.843980866,0.728597893,0.005585262,0.000970901,0.530854889,0.98838026,CALI
77492,1134.539,428.9230129,231.9317687,1.849349984,0.84119587,78865,314.1112523,0.736280024,0.982590503,0.756532997,0.732325482,0.005535062,0.000982017,0.536300612,0.991807528,BARBUNYA
36458,731.111,283.698962,164.9206882,1.720214517,0.813672998,36979,215.4524711,0.679223489,0.985910922,0.857109025,0.759440463,0.007781528,0.001596686,0.576749817,0.992133409,HOROZ
36169,685.632,238.4565742,193.3137853,1.233520795,0.585478977,36452,214.5968338,0.79151348,0.992236366,0.966861368,0.899940941,0.006592844,0.002667526,0.809893698,0.999020718,SEKER
69392,1065.193,383.8567096,230.4881579,1.665407512,0.79965957,70781,297.2417173,0.7613781,0.98037609,0.768533249,0.774355925,0.005531714,0.00122688,0.599627098,0.998623473,BARBUNYA
37308,698.873,240.097665,198.4496453,1.20986694,0.562882138,37607,217.9495835,0.799537097,0.992049353,0.959876385,0.907753865,0.006435554,0.002695493,0.82401708,0.996951023,SEKER
29119,643.089,250.4928561,148.3821804,1.688159962,0.80567272,29407,192.5498956,0.764719786,0.990206413,0.884798053,0.76868418,0.008602385,0.001852637,0.590875368,0.99749214,DERMASON
41978,821.864,337.1714639,160.0360674,2.106846721,0.880178416,42593,231.1883423,0.684885466,0.985561008,0.780965218,0.685669954,0.008032099,0.001095139,0.470143286,0.990519842,HOROZ
36593,707.994,268.9312389,173.4317207,1.550646201,0.764273348,36923,215.8510011,0.767390165,0.991062481,0.917378854,0.802625243,0.007349254,0.00188137,0.644207281,0.998937573,DERMASON
38806,746.919,280.8198073,177.4681682,1.582367194,0.774997281,39462,222.282104,0.766129669,0.983376413,0.874101226,0.7915471,0.007236505,0.001752329,0.626546811,0.99142712,SIRA
43549,786.279,291.5102486,191.4406543,1.522718618,0.754134367,44199,235.4746461,0.735475917,0.985293785,0.885186328,0.807774846,0.006693845,0.001757991,0.652500201,0.993574205,SIRA
52323,910.584,380.3986606,176.2154961,2.158712878,0.886233393,52911,258.1079478,0.82217159,0.988886999,0.792980433,0.678519602,0.0072702,0.000950552,0.46038885,0.99384734,HOROZ
48012,869.046,358.3539088,171.5020029,2.089502762,0.878042449,48670,247.2463893,0.610715376,0.986480378,0.798866356,0.689950307,0.00746384,0.00104331,0.476031426,0.994668979,HOROZ
44614,850.425,351.2689862,162.3080891,2.164211212,0.886847566,45243,238.3365458,0.633955722,0.986097297,0.775191478,0.678501533,0.007873515,0.001029323,0.460364331,0.996325646,HOROZ
29715,638.811,241.8003246,156.8964354,1.541146069,0.760901195,30059,194.5104446,0.699373941,0.98855584,0.915041575,0.804425904,0.008137315,0.002101866,0.647101035,0.997277216,DERMASON
42505,769.399,282.2864284,192.9870768,1.462721924,0.729803524,43036,232.6350078,0.768875945,0.987661493,0.90229105,0.824109785,0.006641252,0.001889601,0.679156938,0.993417743,SIRA
45032,836.404,338.1600975,171.5685993,1.970990607,0.861734735,45647,239.4504608,0.675963314,0.986527044,0.808907566,0.708097917,0.007509329,0.001164539,0.501402661,0.988259934,HOROZ
41488,759.552,283.1427772,186.9854891,1.514250001,0.750920218,42005,229.8350762,0.708433653,0.987691941,0.903685555,0.811728551,0.006824691,0.001827705,0.65890324,0.997744232,BARBUNYA
30465,635.788,215.1208683,181.0647261,1.188088221,0.539963648,30796,196.9498483,0.76170117,0.989251851,0.947079406,0.915531114,0.007061246,0.003060226,0.838197222,0.995852246,DERMASON
54881,913.005,371.3970685,189.5173575,1.959699488,0.86000695,55519,264.3419366,0.716349919,0.988508439,0.827342946,0.711750197,0.006767316,0.001071289,0.506588343,0.992760916,HOROZ
36322,719.437,272.0582306,170.8914975,1.591993952,0.778097847,36717,215.0502424,0.771856007,0.98924204,0.8818487,0.790456668,0.007490178,0.001803782,0.624821744,0.994712437,SIRA
51478,899.728,372.0821857,176.8809099,2.103574579,0.879779875,52176,256.0152833,0.787908472,0.986622202,0.799114585,0.688061114,0.007227984,0.000999321,0.473428097,0.99589131,HOROZ
71674,1019.105,372.5711325,246.1656028,1.513497939,0.7506315,72554,302.089674,0.674572475,0.987871103,0.867228699,0.810824156,0.005198135,0.001385907,0.657435812,0.995027746,BARBUNYA
51798,866.65,336.2661838,196.4441927,1.711764442,0.811615111,52390,256.8097777,0.687450231,0.988700134,0.8666333,0.763709793,0.006491876,0.001362271,0.583252648,0.998391144,SIRA
41791,769.719,288.9186655,184.5118613,1.565854159,0.769514717,42233,230.6728285,0.795382741,0.98953425,0.886396869,0.798400575,0.006913418,0.00173283,0.637443478,0.998143521,SIRA
29529,626.727,226.7241395,166.75948,1.35958771,0.677506167,29793,193.9007234,0.726849801,0.991138858,0.944717138,0.855227519,0.007678016,0.002533702,0.731414109,0.994421634,DERMASON
33333,679.262,220.5312914,192.7167056,1.144328878,0.486151306,33834,206.0118777,0.772240756,0.98519241,0.907840655,0.934161662,0.006616005,0.003107876,0.87265801,0.998607762,SEKER
68015,993.761,386.9878698,224.3231412,1.725135747,0.814855223,68625,294.2777389,0.777509774,0.991111111,0.86546731,0.760431429,0.005689743,0.00117358,0.578255959,0.997570025,BARBUNYA
45839,820.515,307.2770497,191.5059798,1.60452979,0.782034177,46651,241.5864804,0.752149514,0.982594157,0.855602311,0.786217131,0.006703398,0.001579955,0.618137377,0.991819835,SIRA
30086,640.508,236.9364386,162.7266285,1.456039744,0.726851703,30409,195.7209364,0.824725877,0.989378145,0.921563357,0.826048275,0.007875305,0.002261876,0.682355753,0.993537096,DERMASON
43746,836.693,339.3525674,165.4114419,2.051566467,0.873160718,44442,236.0066464,0.713777575,0.984339139,0.785264458,0.695461502,0.007757339,0.001119399,0.483666701,0.992274385,HOROZ
65496,988.059,366.1841229,228.3916323,1.60331672,0.781658155,66356,288.7768987,0.7891845,0.987039605,0.843060777,0.788611195,0.005590939,0.001333878,0.621907617,0.99711488,BARBUNYA
44220,781.713,264.4764441,213.2033637,1.240489078,0.59173349,44842,237.2818001,0.779756657,0.986129075,0.909355993,0.897175553,0.005980924,0.002390329,0.804923974,0.998499398,SEKER
33090,653.809,228.406675,184.6885548,1.236712666,0.588365282,33352,205.2595833,0.769355964,0.992144399,0.972758069,0.898658427,0.006902589,0.002776965,0.807586968,0.998753033,SEKER
60408,999.737,369.4875345,208.9364254,1.768420867,0.824764579,61404,277.3334715,0.742477876,0.983779558,0.759508765,0.750589521,0.006116533,0.001197554,0.563384629,0.996301134,BARBUNYA
39891,742.199,278.3161569,182.9145475,1.521563816,0.753700038,40309,225.3681403,0.794135213,0.989630107,0.910005585,0.809755865,0.006976916,0.001850375,0.65570456,0.997696333,SIRA
69575,1076.93,363.9028039,244.2310606,1.489993955,0.741327312,71278,297.6334009,0.73228363,0.976107635,0.753855536,0.817892574,0.005230367,0.001443767,0.668948262,0.996728867,BARBUNYA
75526,1059.166,377.0555787,255.7796155,1.47414241,0.734729212,76529,310.1010962,0.761965295,0.986893857,0.846015434,0.822428082,0.004992394,0.001408901,0.676387949,0.997092161,BARBUNYA
68435,1024.358,397.36528,222.357838,1.787053173,0.828776044,69877,295.1849391,0.707521323,0.979363739,0.819567274,0.742855388,0.005806463,0.001090708,0.551834127,0.986156927,CALI
29925,647.57,237.7140308,161.0048485,1.476440201,0.735702549,30321,195.1965506,0.7853094,0.986939745,0.896748339,0.821140216,0.00794366,0.002227767,0.674271254,0.995521186,DERMASON
31908,663.923,245.2032937,166.143589,1.475851672,0.735453806,32287,201.5602327,0.764739718,0.988261529,0.909649362,0.822012746,0.007684696,0.002164316,0.675704954,0.997240286,DERMASON
45036,798.409,304.8503246,188.7481536,1.615116857,0.785272546,45420,239.4610952,0.793655829,0.991545575,0.887807535,0.785503822,0.006769036,0.001589644,0.617016255,0.996553354,SIRA
39964,741.289,266.5584767,191.7139511,1.390396866,0.694783325,40511,225.5742564,0.76383792,0.986497495,0.913910576,0.846246794,0.006669965,0.002110044,0.716133637,0.995709964,SIRA
76790,1092.1,367.7125576,268.2932239,1.370562224,0.683844714,78048,312.6852485,0.710255651,0.983881714,0.809076743,0.85035238,0.004788547,0.001544469,0.72309917,0.991052407,BARBUNYA
39610,747.285,286.7688179,176.4712709,1.625017015,0.788232013,40040,224.5729689,0.743640289,0.989260739,0.891337496,0.783115021,0.007239809,0.001679612,0.613269136,0.996572781,SIRA
31365,650.732,237.174518,168.624629,1.406523587,0.703219518,31670,199.8378301,0.740858844,0.990369435,0.930788113,0.842577153,0.007561757,0.002350938,0.709936258,0.998542092,DERMASON
46218,820.662,314.5132965,187.9773529,1.673144619,0.801737017,46825,242.5831513,0.668663194,0.987036839,0.862367466,0.771296966,0.006804996,0.001485573,0.594899009,0.995352077,SIRA
36036,681.481,236.1718703,194.5500554,1.213938849,0.566931813,36286,214.2019146,0.780658998,0.99311029,0.975077058,0.906974714,0.006553776,0.002735597,0.822603132,0.9985899,SEKER
37043,710.832,246.1208289,191.8970266,1.282567183,0.626170383,37450,217.1741524,0.762892331,0.989132176,0.921259702,0.882388351,0.006644193,0.002484626,0.778609202,0.998618611,SEKER
64517,989.617,358.2773488,230.0473935,1.557406686,0.766626717,65672,286.6105297,0.713715209,0.982412596,0.827846343,0.799968322,0.005553224,0.001402866,0.639949317,0.996661345,BARBUNYA
73806,1033.627,392.5088982,240.1750506,1.634261749,0.790937392,74622,306.5496988,0.691391101,0.989064887,0.868108168,0.781000635,0.005318116,0.001220515,0.609961992,0.996837552,BARBUNYA
52238,892.863,366.3339732,182.3641738,2.008804501,0.867286963,52775,257.8982112,0.772522922,0.989824728,0.823430127,0.703997527,0.007012787,0.001062564,0.495612518,0.995588657,HOROZ
38060,730.117,271.4252656,178.9602154,1.516679363,0.751849169,38544,220.1351791,0.719593125,0.987442922,0.897209218,0.811034222,0.00713151,0.001903347,0.657776509,0.997636057,SIRA
146154,1460.105,540.3383352,346.7667545,1.558218394,0.766906738,148196,431.3804034,0.735713998,0.986220951,0.861494271,0.798352394,0.003697048,0.000926432,0.637366545,0.993156274,BOMBAY
34626,667.845,231.8884211,190.4682829,1.217464754,0.570382778,34913,209.9695037,0.761848185,0.991779566,0.975575378,0.905476447,0.006696945,0.002776931,0.819887597,0.998184251,SEKER
160359,1496.093,534.1527617,384.1252535,1.39056924,0.694875602,162102,451.8577433,0.757296271,0.989247511,0.900297453,0.845933552,0.003330981,0.001052197,0.715603575,0.99509632,BOMBAY
38118,707.806,249.0978612,195.2053347,1.276081217,0.62120364,38477,220.3028483,0.758567164,0.990669751,0.956117991,0.88440281,0.006534914,0.002466154,0.78216833,0.998110314,SEKER
46787,819.8,312.7521729,191.2449789,1.635348414,0.791251782,47361,244.0718308,0.702507508,0.987880323,0.874821071,0.780400112,0.006684596,0.001529411,0.609024335,0.99596698,SIRA
45183,782.681,293.2475521,196.5511515,1.491965577,0.742129293,45524,239.851584,0.800435799,0.992509446,0.926862571,0.817915042,0.006490219,0.001791727,0.668985016,0.998102616,SIRA
42900,786.394,299.5833628,183.1089412,1.636093578,0.791466937,43468,233.7134495,0.762639551,0.986932916,0.871739598,0.780128267,0.006983295,0.001595527,0.608600112,0.995726735,SIRA
40804,790.802,323.4756481,163.2877166,1.981016422,0.863241374,41636,227.9325918,0.787569967,0.980017293,0.819930582,0.704636015,0.007927547,0.00120553,0.496511914,0.983598255,HOROZ
46870,820.738,310.9459382,194.0866552,1.602098496,0.781279491,47500,244.2882262,0.783831694,0.986736842,0.874370978,0.785629256,0.006634221,0.001558979,0.617213328,0.988836545,SIRA
26653,606.282,224.1766326,152.2279738,1.472637564,0.734088592,27108,184.2163228,0.701099537,0.983215287,0.91118511,0.82174632,0.008410934,0.002365784,0.675267014,0.994423571,DERMASON
72839,1017.763,384.6550098,243.2440353,1.581354336,0.774667036,74031,304.5348834,0.747956543,0.983898637,0.883650489,0.791709131,0.005280894,0.001279823,0.626803347,0.991198191,CALI
54672,931.865,386.653982,180.3778484,2.143577969,0.884516061,55205,263.8381178,0.721190376,0.990345077,0.791168203,0.682362345,0.007072249,0.000945796,0.46561837,0.998089279,HOROZ
25576,596.602,225.7376431,144.7314481,1.559700025,0.767416478,25970,180.4560185,0.783722498,0.984828648,0.902969492,0.799405965,0.008826151,0.002223416,0.639049897,0.99672614,DERMASON
38438,706.251,244.9148779,200.0705149,1.224142788,0.576781921,38751,221.2256351,0.755909538,0.991922789,0.968394903,0.903275608,0.006371686,0.002616467,0.815906823,0.998786453,SEKER
42463,796.355,308.3238598,175.9624395,1.752214056,0.821154102,43014,232.5200438,0.671351779,0.987190217,0.841408927,0.754142232,0.007261,0.001448736,0.568730506,0.996537587,SIRA
45057,800.592,305.9610158,188.086067,1.6267075,0.788730861,45486,239.5169183,0.682681818,0.990568527,0.883384234,0.78283476,0.006790532,0.001573128,0.612830261,0.996895582,SIRA
24880,628.352,240.3802818,132.3079693,1.816823907,0.834893795,25346,177.9837068,0.692727475,0.981614456,0.791870632,0.740425568,0.009661587,0.00179124,0.548230022,0.996037411,DERMASON
37600,749.282,299.1671654,161.1116364,1.856893594,0.842603896,38280,218.8008384,0.678210678,0.982236155,0.84160268,0.731366486,0.007956574,0.001404255,0.534896936,0.993246694,HOROZ
44358,758.485,260.4314029,217.2073703,1.198998922,0.551720445,44677,237.6517615,0.779824901,0.992859861,0.968919793,0.912531126,0.005871126,0.002511261,0.832713057,0.998422058,SEKER
83469,1105.279,420.0168841,255.4732011,1.644074142,0.793749286,85238,326.0000484,0.698502891,0.979246346,0.858600698,0.77615939,0.00503201,0.001126484,0.602423398,0.990428732,CALI
78471,1131.829,380.0231477,264.8075786,1.435091661,0.717246431,80312,316.0891968,0.725293922,0.9770769,0.769763681,0.831763009,0.004842848,0.001429812,0.691829703,0.992839037,BARBUNYA
77794,1085.037,412.3945256,243.1209667,1.69625241,0.807742903,79744,314.7227306,0.796367954,0.97554675,0.830360861,0.763159332,0.00530111,0.001109194,0.582412166,0.987918039,CALI
70651,1028.338,378.2561005,238.6974409,1.584667599,0.775744463,71776,299.9260693,0.763926733,0.984326237,0.839569027,0.792917996,0.005353868,0.001305451,0.628718949,0.996310547,BARBUNYA
87350,1153.405,453.1984366,249.4252906,1.816970667,0.834923102,89713,333.4928399,0.764377472,0.973660451,0.8251048,0.735864939,0.005188305,0.000938421,0.541497208,0.983884544,CALI
37951,720.358,266.8187734,181.3799543,1.471048851,0.733409523,38373,219.8197306,0.782575523,0.989002684,0.919044035,0.823854063,0.007030612,0.001997902,0.678735518,0.998453103,DERMASON
35699,694.117,236.6649656,192.4798218,1.229557277,0.581843363,36104,213.1979796,0.758488081,0.988782406,0.93110906,0.900843008,0.006629456,0.00269311,0.811518126,0.997808017,SEKER
67569,1000.412,393.0703786,220.7569328,1.780557347,0.827394006,68609,293.311307,0.711252632,0.984841639,0.848397872,0.746205573,0.005817318,0.001112594,0.556822757,0.99145485,CALI
22964,565.797,216.1733746,135.5463134,1.594830351,0.778998376,23222,170.9931955,0.766488652,0.988889846,0.901438539,0.79100026,0.009413577,0.002273217,0.625681411,0.997855705,DERMASON
46482,798.985,301.8648834,196.568571,1.535672167,0.758922764,46868,243.2749895,0.728101504,0.991764103,0.914992256,0.80590689,0.006494232,0.001689846,0.649485916,0.997397444,SIRA
34676,668.424,226.4475067,195.193788,1.160116359,0.506938033,34982,210.1210471,0.777907394,0.991252644,0.975292284,0.927901791,0.006530381,0.002986251,0.861001735,0.998862198,SEKER
22726,550.994,203.8926238,142.3899858,1.431930923,0.715748915,23071,170.1047968,0.790662074,0.985046162,0.940673971,0.834286173,0.008971778,0.002681134,0.696033418,0.996671775,DERMASON
66294,1109.72,348.0218186,243.3940844,1.429869668,0.714765262,68370,290.5307942,0.725714286,0.969635805,0.676483583,0.834806264,0.005249673,0.001572732,0.696901498,0.996478314,BARBUNYA
27459,611.196,231.5531591,151.1926803,1.531510379,0.757400847,27760,186.9809741,0.701863354,0.989157061,0.923705596,0.807507765,0.008432687,0.002211732,0.652068791,0.998650121,DERMASON
36529,710.141,264.93638,176.3144517,1.502635646,0.746400236,36928,215.6621602,0.684281513,0.989195191,0.910245358,0.814014897,0.007252768,0.001964323,0.662620253,0.995676812,DERMASON
36898,695.299,239.8594176,196.3685649,1.221475636,0.57424728,37250,216.7486856,0.775803705,0.990550336,0.959112345,0.903648845,0.006500608,0.002673822,0.816581234,0.997434082,SEKER
52889,923.455,378.6667943,178.5070772,2.121298496,0.881914508,53587,259.500224,0.756573112,0.986974453,0.779370109,0.685299656,0.007159651,0.000974078,0.469635619,0.996237332,HOROZ
56539,943.147,370.3745628,196.675975,1.883171357,0.847359836,57599,268.3052191,0.695727611,0.981596903,0.798728556,0.724415892,0.00655078,0.001112819,0.524778384,0.988247622,HOROZ
31878,667.718,254.7043231,159.7104739,1.594787849,0.778984925,32212,201.4654566,0.757827172,0.989631193,0.898493134,0.790977767,0.007989972,0.001929222,0.625645827,0.997772363,DERMASON
45794,777.051,279.9184231,208.5809112,1.342013618,0.666898107,46143,241.4678689,0.777342092,0.992436556,0.953058143,0.862636572,0.006112557,0.002087921,0.744141855,0.998648503,SEKER
47930,856.122,344.9607446,177.8505249,1.939610494,0.856849009,48588,247.0351622,0.70969557,0.986457562,0.821761855,0.716125432,0.007197178,0.001167612,0.512835634,0.994701378,HOROZ
84365,1108.866,445.2606934,242.4188885,1.836740924,0.838798103,84908,327.7451055,0.795258519,0.993604843,0.862211955,0.736074642,0.005277789,0.000955695,0.541805879,0.995157031,CALI
22688,561.892,207.3482325,139.5295371,1.486052608,0.739711911,22982,169.9625217,0.746463118,0.98720738,0.90302626,0.819696024,0.009139115,0.002545043,0.671901571,0.998481082,DERMASON
38841,721.773,257.9059406,191.9627768,1.343520576,0.667830795,39169,222.382322,0.787147374,0.991626031,0.936912434,0.862261341,0.006640044,0.002264156,0.743494619,0.99890032,SEKER
54825,929.507,384.1827162,182.747826,2.102256013,0.879618698,55405,264.2070363,0.816321973,0.989531631,0.797412749,0.687711928,0.007007437,0.000966864,0.472947695,0.994257137,HOROZ
59663,973.132,394.5178831,194.0444291,2.033131716,0.870678794,60316,275.6180164,0.757625397,0.989173685,0.791719685,0.69861983,0.006612438,0.000971639,0.488069667,0.992309919,HOROZ
34174,679.386,240.1377494,181.9791529,1.319589336,0.652473525,34595,208.5945546,0.80538273,0.987830611,0.930405979,0.868645413,0.007026914,0.002467826,0.754544854,0.995689343,DERMASON
37733,731.473,270.6278272,177.8026569,1.522068522,0.753890014,38174,219.1874717,0.723686229,0.988447635,0.886205823,0.80992215,0.007172179,0.001903724,0.655973889,0.998437208,DERMASON
63970,1006.279,411.2312671,199.4364923,2.061966004,0.874528543,64756,285.3929461,0.619144406,0.987862129,0.79387001,0.693996223,0.006428502,0.000919852,0.481630757,0.993106248,HOROZ
54447,915.829,373.6820442,186.5162056,2.003482985,0.866526674,54965,263.2946515,0.641874447,0.990575821,0.815746157,0.704595405,0.006863226,0.001043439,0.496454685,0.994638515,HOROZ
31534,655.093,241.4660024,166.5977529,1.449395314,0.7238638,31893,200.375487,0.733263574,0.988743611,0.923385413,0.829828982,0.007657322,0.00223981,0.68861614,0.998077006,DERMASON
87174,1143.707,461.7478661,241.7607518,1.909937253,0.851978108,88169,333.156696,0.742032686,0.988714854,0.837466184,0.721512151,0.005296853,0.000885467,0.520579784,0.994274722,CALI
43880,758.336,275.6476871,202.968522,1.35808097,0.676619194,44179,236.3678303,0.796746196,0.993232079,0.958855439,0.857499777,0.006281852,0.002095094,0.735305868,0.998604906,SEKER
43874,790.864,301.4945475,186.549139,1.616166921,0.785589556,44410,236.3516697,0.68294885,0.987930646,0.881482066,0.78393348,0.006871827,0.001600917,0.6145517,0.993218129,SIRA
42002,785.556,303.6558341,177.2014376,1.713619473,0.812069933,42673,231.2544213,0.664042244,0.984275772,0.855313909,0.761567522,0.007229557,0.001500117,0.579985091,0.993873747,HOROZ
38253,754.503,292.3137852,167.5594087,1.744538176,0.819403182,38857,220.6926195,0.808560558,0.984455825,0.844410107,0.75498533,0.007641591,0.001531502,0.570002848,0.994391729,HOROZ
94013,1186.708,460.5660539,261.5247205,1.761080379,0.823143607,94873,345.9784232,0.801290411,0.99093525,0.838899693,0.751202613,0.004898961,0.000962304,0.564305366,0.993787108,CALI
59688,964.218,351.1883989,217.1409106,1.617329493,0.785939663,60632,275.6757551,0.728044496,0.984430664,0.806763835,0.784979675,0.005883735,0.001378055,0.616193089,0.996587257,BARBUNYA
50759,901.471,375.8414823,172.8330145,2.174593109,0.887993428,51308,254.2210968,0.810743036,0.989299914,0.784909167,0.676405104,0.00740443,0.00095609,0.457523864,0.994928242,HOROZ
208477,1726.086,642.6828882,416.1311172,1.544424009,0.762073452,210800,515.2098219,0.794270714,0.988980076,0.879312309,0.8016548,0.003082752,0.000785358,0.642650418,0.992524734,BOMBAY
34865,692.152,255.2142511,174.663381,1.461177779,0.729126059,35282,210.6928967,0.726263384,0.988180942,0.914527096,0.825553024,0.00732007,0.002097369,0.681537795,0.995847881,DERMASON
