Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
74445,1041.674,399.2665302,239.4524883,1.667414413,0.80020173,75261,307.8738669,0.820981936,0.989157731,0.86214785,0.771098611,0.005363242,0.001169625,0.594593068,0.991433051,CALI
44449,788.365,287.4878821,197.4228096,1.456203985,0.726924888,44978,237.8954067,0.716988741,0.988238694,0.898705063,0.827497163,0.006467814,0.001870697,0.684751554,0.997137942,SIRA
40669,803.675,324.5929153,160.2976462,2.02493875,0.869551599,41155,227.555222,0.619123736,0.988190985,0.791247662,0.701048024,0.007981335,0.001189177,0.491468332,0.995193271,HOROZ
71016,1068.488,379.4987868,239.198684,1.586542118,0.776350386,72219,300.6998163,0.733537851,0.983342334,0.781675991,0.792360415,0.005343849,0.001299347,0.627835028,0.996086715,BARBUNYA
60950,993.724,404.9700226,192.333172,2.105565142,0.880022565,61620,278.5748557,0.732924483,0.989126907,0.775625388,0.687890066,0.006644299,0.000917709,0.473192743,0.996338146,HOROZ
30391,647.15,232.240455,166.9158003,1.391362918,0.695299885,30837,196.7105056,0.779496255,0.985536855,0.911895229,0.84701223,0.007641751,0.002426227,0.717429717,0.998205105,DERMASON
46671,820.673,318.0766447,187.7771218,1.693905208,0.807146049,47194,243.7690768,0.740809524,0.988918083,0.87079651,0.766384709,0.006815295,0.00145028,0.587345522,0.994907639,SIRA
36872,692.414,237.2061033,198.1927712,1.196845384,0.549445112,37183,216.6723067,0.784510638,0.991635963,0.966439959,0.913434788,0.006433231,0.002762607,0.834363112,0.998603639,SEKER
43694,794.323,305.5499009,182.5072466,1.674179555,0.802012315,44144,235.8663364,0.799553506,0.989806089,0.870236696,0.771940478,0.006992949,0.001531706,0.595892101,0.997630373,SIRA
160359,1496.093,534.1527617,384.1252535,1.39056924,0.694875602,162102,451.8577433,0.757296271,0.989247511,0.900297453,0.845933552,0.003330981,0.001052197,0.715603575,0.99509632,BOMBAY
43918,824.223,340.089725,164.974604,2.06146714,0.87446345,44470,236.4701553,0.693412909,0.987587137,0.81238699,0.695316965,0.007743743,0.001116508,0.483465681,0.996648615,HOROZ
41161,761.265,283.9363059,186.8420049,1.519659918,0.752981255,41917,228.9275276,0.704871992,0.981964358,0.892532533,0.806263669,0.006898188,0.001798138,0.650061103,0.987871803,SIRA
27815,613.813,228.5974907,155.3319184,1.471671071,0.733675818,28104,188.1891547,0.777498253,0.989716766,0.927719668,0.823233685,0.008218497,0.002328438,0.6777137,0.997371647,DERMASON
24209,579.416,220.0976231,140.7041451,1.564258273,0.768973529,24517,175.5672411,0.821535225,0.987437288,0.906161794,0.797678951,0.009091562,0.002270549,0.636291709,0.99532457,DERMASON
58604,965.098,398.5784151,189.1945252,2.106712203,0.880162072,59291,273.160997,0.600161807,0.988413081,0.790668237,0.685338158,0.006801215,0.00092552,0.469688391,0.989498266,HOROZ
51305,907.517,368.1932867,179.6070921,2.049993029,0.872951764,52095,255.5847312,0.739851467,0.984835397,0.782816584,0.694159129,0.007176558,0.001027856,0.481856896,0.987803279,HOROZ
38824,741.523,273.7411234,181.1418258,1.511197771,0.749745089,39300,222.3336504,0.733053888,0.987888041,0.887280404,0.812204055,0.007050822,0.001892693,0.659675426,0.996900034,DERMASON
42913,773.005,292.0289241,187.4694983,1.557741002,0.766742114,43294,233.7488579,0.794052884,0.991199704,0.902472827,0.800430501,0.006805139,0.001723103,0.640688987,0.998027504,SIRA
35720,685.105,236.703013,192.3416647,1.230638268,0.582840661,36074,213.2606774,0.775577558,0.990186838,0.956328371,0.900963087,0.006626624,0.002693395,0.811734485,0.99895152,SEKER
31021,658.165,242.0737202,163.6372384,1.479331493,0.73691904,31518,198.7389341,0.778405099,0.984231233,0.89990381,0.820985169,0.007803543,0.002186819,0.674016648,0.997094054,DERMASON
35626,699.261,263.1929693,172.5213695,1.525567355,0.755200522,35986,212.9798864,0.761044177,0.98999611,0.915584251,0.809215713,0.007387665,0.001954088,0.654830071,0.998987379,DERMASON
42791,773.403,290.7249166,188.2196012,1.544604891,0.76213787,43176,233.416352,0.769317896,0.991083009,0.89898117,0.802877011,0.006794067,0.001741429,0.644611494,0.995670066,SIRA
52489,919.205,387.712693,172.9486712,2.241778964,0.894995928,53125,258.5170603,0.593766968,0.988028235,0.780644684,0.666774818,0.007386551,0.000900613,0.444588658,0.996669501,HOROZ
42892,776.661,277.8206482,198.3588253,1.400596357,0.700164483,43478,233.691657,0.714616551,0.986521919,0.893558861,0.841160146,0.006477214,0.002000243,0.707550391,0.990992501,SIRA
35438,678.412,233.1800328,193.710573,1.203754804,0.556669634,35726,212.4171909,0.793595342,0.991938644,0.967591457,0.910957891,0.006579943,0.002795086,0.829844279,0.998929038,SEKER
29925,647.57,237.7140308,161.0048485,1.476440201,0.735702549,30321,195.1965506,0.7853094,0.986939745,0.896748339,0.821140216,0.00794366,0.002227767,0.674271254,0.995521186,DERMASON
93615,1163.399,438.859731,272.5946707,1.609935109,0.783697208,94533,345.2453041,0.743802638,0.990289105,0.869156402,0.786687134,0.004687921,0.001107563,0.618876647,0.996351243,CALI
29440,645.115,245.7222954,152.7833896,1.60830504,0.783197829,29760,193.6082958,0.793787748,0.989247312,0.888941926,0.787915055,0.008346545,0.001984285,0.620810133,0.998452066,DERMASON
40276,750.386,281.7426336,182.7189954,1.541944957,0.761187749,40803,226.4530766,0.761850717,0.987084283,0.898849023,0.803758642,0.006995298,0.001800896,0.646027955,0.996139547,SIRA
31563,662.797,254.5682722,158.4050892,1.607071298,0.782818642,31936,200.4676027,0.7828125,0.988320391,0.902873843,0.787480706,0.008065402,0.001913222,0.620125862,0.996586475,DERMASON
36662,719.737,281.0514676,166.9441725,1.683505709,0.804466088,37112,216.0544103,0.771409334,0.987874542,0.889361568,0.768736104,0.007666016,0.001651424,0.590955198,0.994876449,DERMASON
40422,739.701,249.0428645,206.8429976,1.204018832,0.556941396,40891,226.8631501,0.768771396,0.988530483,0.9283575,0.910940173,0.006161072,0.00261695,0.829811999,0.999109274,SEKER
46731,821.862,305.7755909,195.983127,1.560213859,0.76759284,47265,243.9257206,0.790790943,0.988701999,0.869394998,0.797727902,0.006543314,0.001634544,0.636369806,0.99287299,SIRA
49518,864.968,347.1134717,182.3424281,1.903635239,0.850910481,50133,251.0941572,0.807020975,0.987732631,0.831711828,0.723377736,0.007009844,0.001183992,0.523275349,0.996125394,HOROZ
195106,1648.761,619.8388104,404.0092287,1.534219435,0.75839327,197343,498.4141597,0.791049375,0.988664407,0.901913894,0.804102859,0.003176934,0.000819284,0.646581408,0.991997763,BOMBAY
78152,1091.403,379.4282692,262.7353851,1.444146053,0.721465159,79157,315.4460602,0.816481748,0.987303713,0.824479144,0.831372056,0.004855004,0.001430708,0.691179495,0.998164139,BARBUNYA
45391,800.164,303.9192783,191.1524829,1.589931105,0.777439223,45944,240.4030286,0.795998176,0.987963608,0.890884901,0.791009475,0.006695585,0.001616944,0.625695989,0.994813515,SIRA
71161,1037.077,407.7629739,223.7249901,1.822608076,0.836042748,72221,301.0066432,0.781868723,0.985322829,0.83143806,0.738190229,0.005730147,0.001049588,0.544924815,0.993184368,CALI
76062,1046.158,404.2641437,241.2619744,1.675623126,0.802395304,76949,311.199528,0.773789904,0.988472885,0.873339381,0.769792555,0.005314929,0.001151256,0.592580578,0.99294172,CALI
94198,1183.792,456.7018734,268.2737271,1.702372716,0.809285557,96847,346.3186663,0.761682205,0.972647578,0.844696597,0.758303582,0.004848318,0.000988879,0.575024322,0.978905716,CALI
54486,879.66,327.8393634,212.2424791,1.544645374,0.762152283,55017,263.3889326,0.723979856,0.990348438,0.884840723,0.803408504,0.006016947,0.001546328,0.645465225,0.997014874,SIRA
27141,616.4,234.6479878,147.6407162,1.589317594,0.777242739,27435,185.8951169,0.817376901,0.989283762,0.897657056,0.792229751,0.008645517,0.002100755,0.627627978,0.997500188,DERMASON
35168,698.453,250.5565028,179.7478759,1.393933038,0.696667082,35615,211.6064468,0.712624113,0.987449109,0.905906051,0.844545818,0.007124559,0.002235788,0.71325764,0.994233389,DERMASON
30170,634.852,226.547554,170.0488465,1.332249872,0.660745574,30467,195.993972,0.810237405,0.990251748,0.940676273,0.865133914,0.007509034,0.00259476,0.748456688,0.997131327,DERMASON
63320,993.072,341.4139113,236.5976849,1.44301459,0.720943653,64491,283.9393033,0.739762837,0.981842428,0.806843484,0.8316571,0.005391881,0.001591099,0.691653532,0.998066138,BARBUNYA
32992,670.474,243.4477277,172.9993902,1.407217259,0.703573672,33329,204.9554075,0.730655091,0.989888686,0.922262659,0.841886714,0.007378993,0.002286607,0.708773239,0.997397935,DERMASON
36060,715.3,267.0264891,173.271399,1.541088089,0.760880376,36489,214.2732321,0.683524149,0.988243032,0.885643901,0.802441858,0.007405061,0.001893925,0.643912936,0.992326556,DERMASON
42767,767.672,280.7109964,194.8580428,1.440592302,0.719821777,43235,233.3508852,0.757823298,0.989175437,0.911942067,0.831285159,0.006563729,0.001933439,0.691035015,0.995499723,SIRA
65525,993.29,391.4727093,215.3432963,1.817900608,0.835108619,66623,288.8408232,0.707445315,0.983519205,0.834573839,0.737831313,0.005974402,0.001092201,0.544395047,0.989656087,CALI
27837,612.74,217.883703,163.5326906,1.332355642,0.66081326,28153,188.2635631,0.751457726,0.988775619,0.93170801,0.864055276,0.007827126,0.002691214,0.74659152,0.994725424,DERMASON
45423,807.251,299.1624058,193.9286378,1.542641712,0.761437218,45929,240.487754,0.730990199,0.988982995,0.875928173,0.803870237,0.006586144,0.001696504,0.646207358,0.996866425,SIRA
32988,676.797,224.7517099,187.1772945,1.20074238,0.553546741,33461,204.9429826,0.766699205,0.98586414,0.905000877,0.911863953,0.006813135,0.002905675,0.831495868,0.998412327,SEKER
25642,592.4,216.8463443,151.0528411,1.435566142,0.717470111,26019,180.6887058,0.801888858,0.985510588,0.918188101,0.833256868,0.008456686,0.002514754,0.694317009,0.996737989,DERMASON
28976,623.07,227.4846357,162.640096,1.398699591,0.699175783,29279,192.0765187,0.738430173,0.989651286,0.937939044,0.844349414,0.007850795,0.0024614,0.712925932,0.997169209,DERMASON
44591,802.209,302.6703418,187.9804312,1.610116223,0.78375258,45122,238.2751026,0.698480576,0.988231905,0.870727009,0.787242983,0.0067877,0.001608191,0.619751514,0.997871966,SIRA
44716,766.11,260.5966617,218.6403051,1.191896716,0.544133158,45132,238.608842,0.788349994,0.990782593,0.957393664,0.915625091,0.005827817,0.002526716,0.838369307,0.999249624,SEKER
68324,1024.408,403.3133302,218.3846357,1.846802678,0.840715973,69905,294.9454503,0.7942804,0.977383592,0.818158083,0.73130598,0.005902953,0.001041467,0.534808437,0.987685654,CALI
29669,644.61,237.0415392,160.0543067,1.481006941,0.737619802,30108,194.3598314,0.758468185,0.985419158,0.897260802,0.819939965,0.007989536,0.002227561,0.672301546,0.995683256,DERMASON
34655,703.588,265.5994588,167.124163,1.58923434,0.777216055,35158,210.0574122,0.707317073,0.985693157,0.879708766,0.790880422,0.007664102,0.001849628,0.625491843,0.994053116,DERMASON
36877,712.904,263.1935501,178.6550154,1.473194299,0.734325891,37239,216.6869971,0.792372153,0.990279009,0.911807887,0.82329904,0.007137065,0.002022692,0.677821309,0.998562488,SIRA
25139,590.144,217.7287407,148.0643618,1.470500653,0.733174548,25452,178.9077106,0.737646714,0.987702342,0.907072227,0.82170002,0.008660994,0.002435571,0.675190923,0.992868693,DERMASON
34282,682.207,247.2202099,177.3396885,1.394048969,0.696728511,34694,208.923905,0.785221833,0.988124748,0.925643321,0.845092337,0.007211371,0.002268894,0.714181058,0.995603368,DERMASON
28838,633.81,233.2966014,158.1039237,1.475590206,0.735343174,29225,191.6185847,0.728213934,0.986757913,0.902104455,0.821351805,0.008089902,0.002271119,0.674618787,0.995460876,DERMASON
70074,1020.42,396.7091017,225.6305717,1.758224069,0.822506491,70656,298.6988247,0.810938422,0.991762908,0.845685431,0.752941698,0.005661288,0.001122381,0.566921201,0.9967745,CALI
46808,866.842,362.2608792,165.6850672,2.186442541,0.889279605,47280,244.1265996,0.641433935,0.99001692,0.782798632,0.67389722,0.007739294,0.000984591,0.454137464,0.99294547,HOROZ
41447,731.549,243.1560192,217.1616782,1.119700406,0.449866048,41752,229.7214823,0.794460418,0.992694961,0.973231424,0.944749314,0.005866674,0.002882956,0.892551266,0.999390015,SEKER
176521,1635.591,620.7569629,368.8891318,1.682773791,0.804275259,181196,474.0817626,0.744814346,0.97419921,0.829195275,0.763715578,0.003516618,0.000737958,0.583261484,0.981497139,BOMBAY
36623,712.553,263.225672,177.7805501,1.480621316,0.737458783,37100,215.9394634,0.714149214,0.987142857,0.906419907,0.820358674,0.007187442,0.002008025,0.672988355,0.996440903,DERMASON
164596,1550.902,583.9204222,360.6172305,1.619224964,0.786508532,166206,457.7883093,0.816059813,0.990313226,0.85992471,0.78399092,0.003547598,0.00082672,0.614641763,0.995243287,BOMBAY
28186,616.055,223.2907113,161.4102008,1.383374224,0.690983846,28485,189.4400428,0.747678922,0.989503247,0.933263623,0.848400911,0.007922043,0.002531754,0.719784105,0.995730778,DERMASON
44555,793.957,300.195125,190.0168188,1.579834495,0.77417003,45145,238.178899,0.696248027,0.986931,0.888203229,0.793413614,0.00673763,0.001646969,0.629505162,0.994513971,SIRA
28872,639.089,248.5424404,148.3587007,1.675280514,0.802304513,29252,191.7315105,0.701935233,0.987009435,0.888308971,0.771423626,0.008608425,0.001880508,0.59509441,0.99695007,DERMASON
70213,1067.05,386.6028193,232.0908809,1.665738946,0.799749267,71494,298.99493,0.674865436,0.982082413,0.774921755,0.773390454,0.005506143,0.001215129,0.598132794,0.99633309,BARBUNYA
94744,1186.03,460.9391593,263.3413899,1.75034832,0.820730975,95963,347.3208998,0.672229317,0.987297187,0.846389431,0.753507036,0.004865101,0.000967433,0.567772854,0.99380026,CALI
44141,765.323,271.778025,207.1410008,1.312043603,0.647377176,44515,237.0697508,0.797488708,0.991598338,0.947027306,0.87229183,0.006157043,0.002198868,0.760893037,0.998324842,SEKER
36435,708.456,266.8189715,174.2828862,1.530953367,0.757195979,36803,215.3844999,0.79007286,0.990000815,0.912226895,0.80723083,0.00732315,0.001918089,0.651621613,0.997602303,DERMASON
48168,826.879,315.9670874,194.8026949,1.621985197,0.787332639,48644,247.6477385,0.708155074,0.990214621,0.885287951,0.783777008,0.006559689,0.001526979,0.614306399,0.996395885,SIRA
34488,690.389,259.9012976,169.3393881,1.534795304,0.758603388,34867,209.5506751,0.712797619,0.989130123,0.909264316,0.806270215,0.007535992,0.001964458,0.650071659,0.99772693,DERMASON
39314,734.483,274.4533864,182.5345882,1.503569209,0.746768449,39655,223.7322942,0.787067067,0.991400832,0.915785158,0.815192325,0.00698106,0.001901698,0.664538527,0.999179667,DERMASON
72106,1055.7,414.8341238,224.0614333,1.851430287,0.841586117,73111,302.9986974,0.810963403,0.986253779,0.81301812,0.730409289,0.005753115,0.001010062,0.533497729,0.987733854,CALI
87350,1153.405,453.1984366,249.4252906,1.816970667,0.834923102,89713,333.4928399,0.764377472,0.973660451,0.8251048,0.735864939,0.005188305,0.000938421,0.541497208,0.983884544,CALI
36746,701.775,243.9710923,191.984946,1.27078241,0.617059141,37125,216.3017806,0.759230563,0.989791246,0.937614142,0.886587745,0.006639392,0.002530434,0.78603783,0.998883048,SEKER
51440,905.432,359.2756954,183.5025868,1.957878097,0.859725106,52233,255.9207733,0.800834462,0.984818027,0.788495366,0.712324203,0.006984364,0.001109219,0.50740577,0.993438643,HOROZ
39899,748.942,275.2422955,185.801694,1.481376674,0.737774035,40514,225.3907376,0.700572412,0.984820062,0.893872348,0.818881187,0.006898476,0.001913447,0.670566398,0.993361421,DERMASON
35565,682.802,227.2957017,199.3839165,1.139990154,0.48012413,35922,212.7974727,0.801428668,0.990061801,0.958612545,0.93621424,0.006390994,0.00302865,0.876497104,0.999198069,SEKER
35845,683.888,229.295297,199.4579063,1.149592419,0.493274838,36169,213.633498,0.761363636,0.991042053,0.963093567,0.931695943,0.006396856,0.00297333,0.868057331,0.997912127,SEKER
34179,677.064,225.0605017,193.5928928,1.16254527,0.50998793,34576,208.6098138,0.778015524,0.988518047,0.936935665,0.926905486,0.00658476,0.002998206,0.85915378,0.998805163,SEKER
55019,931.185,390.6108348,180.7805907,2.160690112,0.886454842,55802,264.674076,0.837848539,0.985968245,0.797352965,0.677590206,0.007099563,0.000923166,0.459128487,0.992034383,HOROZ
76081,1055.587,411.2516436,236.7630047,1.736975944,0.817651697,76772,311.2383938,0.814868367,0.990999323,0.858021184,0.756807659,0.005405445,0.001093839,0.572757833,0.994866578,CALI
34951,692.064,264.6335563,168.5722881,1.569852075,0.770861575,35250,210.9525902,0.812927385,0.99151773,0.917016084,0.797149814,0.007571559,0.001885927,0.635447826,0.997559089,DERMASON
59944,997.437,401.0324375,191.9145798,2.089640287,0.878059615,60967,276.266305,0.60184739,0.983220431,0.757154721,0.688887679,0.006690118,0.00092941,0.474566234,0.991672721,HOROZ
35270,692.507,253.1412461,177.9248772,1.422742283,0.71132032,35706,211.9130924,0.730984456,0.987789167,0.924202179,0.837133797,0.00717724,0.002174286,0.700792994,0.997047824,DERMASON
198671,1686.769,623.2703818,410.10045,1.519799312,0.753033996,201134,502.9470883,0.792427167,0.987754432,0.877471703,0.806948482,0.003137199,0.00082055,0.651165852,0.989641414,BOMBAY
26813,594.891,210.7330502,162.4946757,1.296861262,0.636723133,27119,184.7684278,0.775592259,0.988716398,0.952095418,0.876789035,0.007859361,0.002865151,0.768759012,0.996973783,DERMASON
58526,977.222,410.3717132,182.7068475,2.246066411,0.895419817,59193,272.9791523,0.654755778,0.988731776,0.770144531,0.665199729,0.007011785,0.00084687,0.442490679,0.993863452,HOROZ
168744,1573.509,602.3624915,357.8278181,1.683386425,0.804435008,170252,463.5208018,0.73513344,0.991142542,0.856445518,0.769504756,0.003569682,0.000772066,0.592137569,0.996796345,BOMBAY
46481,849.522,343.2637046,173.9756328,1.973056221,0.862047243,47264,243.2723726,0.733000063,0.98343348,0.809349432,0.708704035,0.007385033,0.00114919,0.50226141,0.990989999,HOROZ
79795,1099.679,421.2060002,243.319014,1.731085431,0.816268817,81264,318.7446462,0.665923923,0.981923115,0.829189282,0.756742891,0.005278601,0.001067805,0.572659803,0.991323041,CALI
34700,690.412,233.6301362,189.501815,1.2328649,0.58488132,35154,210.1937492,0.747877064,0.987085396,0.914792671,0.899685942,0.006732857,0.00272109,0.809434794,0.997923747,SEKER
28856,616.758,219.7039144,167.5953485,1.310918927,0.646606552,29176,191.6783772,0.758869165,0.989032081,0.953271064,0.872439518,0.007613804,0.002720964,0.761150713,0.997806876,DERMASON
29535,635.026,237.5167249,159.0045122,1.493773488,0.742861137,29841,193.9204217,0.826755123,0.989745652,0.920372905,0.816449544,0.008041873,0.002204217,0.666589858,0.995734257,DERMASON
47829,800.678,292.0089795,208.7494588,1.398849038,0.69925388,48359,246.7747438,0.797375923,0.989040303,0.937530431,0.845092998,0.00610527,0.001920891,0.714182175,0.999033048,SEKER
43133,772.6,287.5099678,191.8002209,1.499007491,0.74496095,43558,234.3472664,0.769297995,0.990242895,0.908050751,0.815092667,0.006665661,0.001814893,0.664376056,0.995904684,SIRA
39709,719.045,253.6662173,199.5592514,1.271132336,0.6173353,40046,224.8534391,0.772338274,0.991584678,0.965131906,0.886414602,0.006388129,0.00243277,0.785730847,0.998767887,SEKER
34865,692.152,255.2142511,174.663381,1.461177779,0.729126059,35282,210.6928967,0.726263384,0.988180942,0.914527096,0.825553024,0.00732007,0.002097369,0.681537795,0.995847881,DERMASON
74466,1030.978,399.0801854,239.7014623,1.664905093,0.799523478,75530,307.9172875,0.789001907,0.985912882,0.880377823,0.771567466,0.005359227,0.001171595,0.595316355,0.991145232,CALI
49705,845.105,322.776958,196.4548056,1.643008717,0.793446887,50213,251.567827,0.749110803,0.989883098,0.874557966,0.779385953,0.006493853,0.001478062,0.607442464,0.998033262,SIRA
41461,781.557,298.1568984,177.7151523,1.677723562,0.802950474,42068,229.7602767,0.703468051,0.98557098,0.852959327,0.770601915,0.007191262,0.001564246,0.593827311,0.996278071,SIRA
47769,815.034,300.7490159,203.0874572,1.480884245,0.737568588,48160,246.6199096,0.754120359,0.991881229,0.903658965,0.820019008,0.006295904,0.001756036,0.672431173,0.99579273,SIRA
43156,780.507,289.2802886,190.9457232,1.514987001,0.751202629,43845,234.4097391,0.7552942,0.984285551,0.890220198,0.810320469,0.00670313,0.001782726,0.656619263,0.994769647,SIRA
59464,957.822,387.0748949,197.1104314,1.963746374,0.860630039,60301,275.1579842,0.699914076,0.986119633,0.81450615,0.710864972,0.006509399,0.001025343,0.505329008,0.992338007,HOROZ
31160,663.361,246.5982634,161.1849942,1.529908319,0.756810858,31585,199.1836946,0.729469051,0.986544246,0.889830818,0.807725455,0.007913937,0.002077913,0.652420411,0.998143415,DERMASON
65383,955.639,354.5772588,235.0870694,1.508280569,0.748613534,65965,288.5276783,0.716659542,0.991177139,0.899677744,0.813723021,0.00542308,0.001466669,0.662145155,0.998700672,CALI
81767,1094.281,425.2811929,245.7281906,1.730697613,0.816177193,82504,322.6592287,0.685447229,0.9910671,0.858084803,0.758696209,0.005201135,0.00106304,0.575619937,0.996224051,CALI
43099,815.39,328.2340777,168.6101161,1.946704535,0.85797668,43710,234.254885,0.69766576,0.986021505,0.814603545,0.713682402,0.007615817,0.001218754,0.509342571,0.991539493,HOROZ
36236,714.592,234.8935135,196.5813989,1.194891861,0.547362212,36704,214.7955031,0.776097665,0.987249346,0.891730899,0.91443778,0.006482325,0.002795936,0.836196454,0.999164337,SEKER
64979,1032.629,413.2250931,201.0289509,2.055550164,0.873687391,65841,287.6348942,0.716614282,0.986907854,0.765762778,0.696073155,0.006359364,0.000920901,0.484517837,0.995950719,HOROZ
